id,keywords,title,generos_concatenados,concat_kw_genres
26119,rape posse dead horse canteen carcass,Chato's Land,Action Adventure Western,rape posse dead horse canteen carcass Action Adventure Western
42358,gun boat cabin cold revenge automobile gangster crash american bike,Cold Sweat,Thriller Action,gun boat cabin cold revenge automobile gangster crash american bike Thriller Action
50231,fbi historical figure dillinger,The FBI Story,Drama,fbi historical figure dillinger Drama
4857,male friendship tresorknacker intrigue,"Farewell, Friend",Crime Action Adventure,male friendship tresorknacker intrigue Crime Action Adventure
79761,paris nun based on novel loyalty mask chase game of dice sequel sword fight priest good vs evil tavern musketeer mother superior sewer swashbuckler women fight heir firing squad convent carriage catholic priest flashback iron mask identical twin cardinal usurper 17th century,The Iron Mask,Action Drama,paris nun based on novel loyalty mask chase game of dice sequel sword fight priest good vs evil tavern musketeer mother superior sewer swashbuckler women fight heir firing squad convent carriage catholic priest flashback iron mask identical twin cardinal usurper 17th century Action Drama
37626,based on novel swimming pool shootout surprise ending gunfight writer machine gun elevator shaft beverly hills,St. Ives,Crime Action Thriller Mystery,based on novel swimming pool shootout surprise ending gunfight writer machine gun elevator shaft beverly hills Crime Action Thriller Mystery
48564,mexico resistance mexican revolution biography historical figure maverick pancho villa gunrunner power struggle,Villa Rides,Action Western,mexico resistance mexican revolution biography historical figure maverick pancho villa gunrunner power struggle Action Western
46189,flying navy u.s. navy,The Wings of Eagles,War Action Drama,flying navy u.s. navy War Action Drama
72609,captain riverboat,Steamboat Round the Bend,Comedy,captain riverboat Comedy
117044,family relationships reference to hitler sinking ship,The World Moves On,Drama History Romance,family relationships reference to hitler sinking ship Drama History Romance
114348,arkansas,Pilgrimage,Drama,arkansas Drama
95402,newspaper man columnist,Lonelyhearts,Drama,newspaper man columnist Drama
14305,extraterrestrial miniseries disease scientist,The Andromeda Strain,Romance Science Fiction Thriller,extraterrestrial miniseries disease scientist Romance Science Fiction Thriller
72445,woman director hong kong new wave,Boat People,Drama,woman director hong kong new wave Drama
20017,comedy,Wrong Move,Drama,comedy Drama
45996,mining town,Dust in the Wind,Drama Romance,mining town Drama Romance
10661,new york israel middle east hairdresser ladykiller mossad israeli palestinian heart-throb middle east conflict hairstyle hacky sack,You Don't Mess with the Zohan,Comedy Action,new york israel middle east hairdresser ladykiller mossad israeli palestinian heart-throb middle east conflict hairstyle hacky sack Comedy Action
60261,wife husband relationship frustration family relationships black and white hungarian realism social realism council estate,The Prefab People,Drama,wife husband relationship frustration family relationships black and white hungarian realism social realism council estate Drama
13172,supermarket,The Promotion,Comedy,supermarket Comedy
45791,father son relationship memory hospital confrontation family illness old girlfriend,When Did You Last See Your Father?,Drama,father son relationship memory hospital confrontation family illness old girlfriend Drama
9789,brother brother relationship fascism romantic rivalry benito mussolini rivalry,My Brother Is an Only Child,Comedy,brother brother relationship fascism romantic rivalry benito mussolini rivalry Comedy
13848,taxi garage nightclub party murder fate violence drug hit and run,Stuck,Crime Horror Mystery Thriller,taxi garage nightclub party murder fate violence drug hit and run Crime Horror Mystery Thriller
51484,woman director,July Rhapsody,Drama Foreign Romance,woman director Drama Foreign Romance
3687,earth interior of the earth kaiser wang parody erotic movie,Flesh Gordon,Comedy Science Fiction,earth interior of the earth kaiser wang parody erotic movie Comedy Science Fiction
22090,soviet union secret agent,Telefon,Thriller,soviet union secret agent Thriller
2982,central and south america professor dinosaur,The Lost World,Adventure Fantasy Science Fiction,central and south america professor dinosaur Adventure Fantasy Science Fiction
42657,silent film,The Mark of Zorro,Western Adventure Drama Action Romance,silent film Western Adventure Drama Action Romance
82731,france musketeer silent film,The Three Musketeers,Action Adventure Romance,france musketeer silent film Action Adventure Romance
37412,jealousy marshal blonde dress gunshot wound knife wound stagecoach robbery frontier town lynch mob hired gun two guns belt,Warlock,Western,jealousy marshal blonde dress gunshot wound knife wound stagecoach robbery frontier town lynch mob hired gun two guns belt Western
31742,job corporation college graduate,Il Posto,Drama,job corporation college graduate Drama
12912,fight underwear medical test groom list told in flashback hole in boat lab results running away sinking boat new year's resolution gun store marital separation ice rink betrayal by friend,Chaos Theory,Comedy Drama Romance,fight underwear medical test groom list told in flashback hole in boat lab results running away sinking boat new year's resolution gun store marital separation ice rink betrayal by friend Comedy Drama Romance
13170,nudity one-night stand,The Boys & Girls Guide to Getting Down,Comedy,nudity one-night stand Comedy
14748,female nudity father son relationship child abuse rape based on novel rehabilitation based on true story independent film coming of age loss of virginity criminal incest childhood haunted by the past moral dilemma brother brother incest violent youth boy murderer,Boy A,Crime Drama,female nudity father son relationship child abuse rape based on novel rehabilitation based on true story independent film coming of age loss of virginity criminal incest childhood haunted by the past moral dilemma brother brother incest violent youth boy murderer Crime Drama
15691,clock time time travel millenium space,Doctor Who,TV Movie Adventure Drama Science Fiction,clock time time travel millenium space TV Movie Adventure Drama Science Fiction
13206,warp x,A Complete History of My Sexual Failures,Documentary Romance Foreign,warp x Documentary Romance Foreign
14392,assassin general dynasty brother blood brother,The Warlords,Action Drama History,assassin general dynasty brother blood brother Action Drama History
18467,independent film,Spiral,Drama Thriller,independent film Drama Thriller
14882,independent film woman director,Hounddog,Drama Family,independent film woman director Drama Family
8645,tree natural disaster crisis park strange behavior,The Happening,Thriller Science Fiction,tree natural disaster crisis park strange behavior Thriller Science Fiction
1724,new york rio de janeiro marvel comic superhero based on comic on the run fugitive super soldier tony stark virginia military hulk marvel cinematic universe angry bruce banner,The Incredible Hulk,Science Fiction Action Adventure,new york rio de janeiro marvel comic superhero based on comic on the run fugitive super soldier tony stark virginia military hulk marvel cinematic universe angry bruce banner Science Fiction Action Adventure
5759,mumblecore mumblegore,Baghead,Drama Comedy Horror,mumblecore mumblegore Drama Comedy Horror
13405,based on true story duringcreditsstinger,The Children of Huang Shi,Drama War,based on true story duringcreditsstinger Drama War
